鎮,金部,きんぶ,金,かね
鎰,金部,きんぶ,金,かね
鎹,金部,きんぶ,金,かね
鏃,金部,きんぶ,金,かね
鏈,金部,きんぶ,金,かね
鏐,金部,きんぶ,金,かね
鏑,金部,きんぶ,金,かね
鏖,金部,きんぶ,金,かね
鏗,金部,きんぶ,金,かね
鏘,金部,きんぶ,金,かね
鏝,金部,きんぶ,金,かね
鏡,金部,きんぶ,金,かね
鏤,金部,きんぶ,金,かね
鏥,金部,きんぶ,金,かね
鏨,金部,きんぶ,金,かね
鐃,金部,きんぶ,金,かね
鐇,金部,きんぶ,金,かね
鐐,金部,きんぶ,金,かね
鐓,金部,きんぶ,金,かね
鐔,金部,きんぶ,金,かね
鐘,金部,きんぶ,金,かね
鐙,金部,きんぶ,金,かね
鐚,金部,きんぶ,金,かね
鐡,金部,きんぶ,金,かね
鐫,金部,きんぶ,金,かね
鐵,金部,きんぶ,金,かね
鐶,金部,きんぶ,金,かね
鐸,金部,きんぶ,金,かね
鐺,金部,きんぶ,金,かね
鑁,金部,きんぶ,金,かね
鑄,金部,きんぶ,金,かね
鑑,金部,きんぶ,金,かね
鑒,金部,きんぶ,金,かね
鑓,金部,きんぶ,金,かね
鑚,金部,きんぶ,金,かね
鑛,金部,きんぶ,金,かね
鑞,金部,きんぶ,金,かね
鑠,金部,きんぶ,金,かね
鑢,金部,きんぶ,金,かね
鑪,金部,きんぶ,金,かね
鑰,金部,きんぶ,金,かね
鑵,金部,きんぶ,金,かね
鑷,金部,きんぶ,金,かね
鑼,金部,きんぶ,金,かね
鑽,金部,きんぶ,金,かね
鑾,金部,きんぶ,金,かね
鑿,金部,きんぶ,金,かね
钁,金部,きんぶ,金,かね
長,長部,ちょうぶ,長,ながい
門,門部,もんぶ,門,もんがまえ かどがまえ
閂,門部,もんぶ,門,もんがまえ かどがまえ
閃,門部,もんぶ,門,もんがまえ かどがまえ
閇,門部,もんぶ,門,もんがまえ かどがまえ
閉,門部,もんぶ,門,もんがまえ かどがまえ
閊,門部,もんぶ,門,もんがまえ かどがまえ
開,門部,もんぶ,門,もんがまえ かどがまえ
閏,門部,もんぶ,門,もんがまえ かどがまえ
閑,門部,もんぶ,門,もんがまえ かどがまえ
間,門部,もんぶ,門,もんがまえ かどがまえ
閔,門部,もんぶ,門,もんがまえ かどがまえ
閖,門部,もんぶ,門,もんがまえ かどがまえ
閘,門部,もんぶ,門,もんがまえ かどがまえ
閙,門部,もんぶ,門,もんがまえ かどがまえ
閠,門部,もんぶ,門,もんがまえ かどがまえ
関,門部,もんぶ,門,もんがまえ かどがまえ
閣,門部,もんぶ,門,もんがまえ かどがまえ
閤,門部,もんぶ,門,もんがまえ かどがまえ
閥,門部,もんぶ,門,もんがまえ かどがまえ
閧,門部,もんぶ,門,もんがまえ かどがまえ
閨,門部,もんぶ,門,もんがまえ かどがまえ
閭,門部,もんぶ,門,もんがまえ かどがまえ
閲,門部,もんぶ,門,もんがまえ かどがまえ
閹,門部,もんぶ,門,もんがまえ かどがまえ
閻,門部,もんぶ,門,もんがまえ かどがまえ
閼,門部,もんぶ,門,もんがまえ かどがまえ
閾,門部,もんぶ,門,もんがまえ かどがまえ
闃,門部,もんぶ,門,もんがまえ かどがまえ
闇,門部,もんぶ,門,もんがまえ かどがまえ
闊,門部,もんぶ,門,もんがまえ かどがまえ
闌,門部,もんぶ,門,もんがまえ かどがまえ
闍,門部,もんぶ,門,もんがまえ かどがまえ
闔,門部,もんぶ,門,もんがまえ かどがまえ
闕,門部,もんぶ,門,もんがまえ かどがまえ
闖,門部,もんぶ,門,もんがまえ かどがまえ
闘,門部,もんぶ,門,もんがまえ かどがまえ
關,門部,もんぶ,門,もんがまえ かどがまえ
闡,門部,もんぶ,門,もんがまえ かどがまえ
闢,門部,もんぶ,門,もんがまえ かどがまえ
闥,門部,もんぶ,門,もんがまえ かどがまえ
阜,阜部,ふぶ,阜,こざと おか
阝,阜部,ふぶ,阝,こざとへん
阡,阜部,ふぶ,⻖,こざとへん
阨,阜部,ふぶ,⻖,こざとへん
阪,阜部,ふぶ,⻖,こざとへん
阮,阜部,ふぶ,⻖,こざとへん
阯,阜部,ふぶ,⻖,こざとへん
防,阜部,ふぶ,⻖,こざとへん
阻,阜部,ふぶ,⻖,こざとへん
阿,阜部,ふぶ,⻖,こざとへん
陀,阜部,ふぶ,⻖,こざとへん
陂,阜部,ふぶ,⻖,こざとへん
附,阜部,ふぶ,⻖,こざとへん
陋,阜部,ふぶ,⻖,こざとへん
陌,阜部,ふぶ,⻖,こざとへん
降,阜部,ふぶ,⻖,こざとへん
陏,阜部,ふぶ,⻖,こざとへん
限,阜部,ふぶ,⻖,こざとへん
陛,阜部,ふぶ,⻖,こざとへん
陜,阜部,ふぶ,⻖,こざとへん
陝,阜部,ふぶ,⻖,こざとへん
陞,阜部,ふぶ,⻖,こざとへん
陟,阜部,ふぶ,⻖,こざとへん
院,阜部,ふぶ,⻖,こざとへん
陣,阜部,ふぶ,⻖,こざとへん
除,阜部,ふぶ,⻖,こざとへん
陥,阜部,ふぶ,⻖,こざとへん
陦,阜部,ふぶ,⻖,こざとへん
陪,阜部,ふぶ,⻖,こざとへん
陬,阜部,ふぶ,⻖,こざとへん
陰,阜部,ふぶ,⻖,こざとへん
陲,阜部,ふぶ,⻖,こざとへん
陳,阜部,ふぶ,⻖,こざとへん
陵,阜部,ふぶ,⻖,こざとへん
陶,阜部,ふぶ,⻖,こざとへん
陷,阜部,ふぶ,⻖,こざとへん
陸,阜部,ふぶ,⻖,こざとへん
険,阜部,ふぶ,⻖,こざとへん
陽,阜部,ふぶ,⻖,こざとへん
隅,阜部,ふぶ,⻖,こざとへん
隆,阜部,ふぶ,⻖,こざとへん
隈,阜部,ふぶ,⻖,こざとへん
隊,阜部,ふぶ,⻖,こざとへん
隋,阜部,ふぶ,⻖,こざとへん
隍,阜部,ふぶ,⻖,こざとへん
階,阜部,ふぶ,⻖,こざとへん
随,阜部,ふぶ,⻖,こざとへん
隔,阜部,ふぶ,⻖,こざとへん
隕,阜部,ふぶ,⻖,こざとへん
隗,阜部,ふぶ,⻖,こざとへん
隘,阜部,ふぶ,⻖,こざとへん
隙,阜部,ふぶ,⻖,こざとへん
際,阜部,ふぶ,⻖,こざとへん
障,阜部,ふぶ,⻖,こざとへん
隠,阜部,ふぶ,⻖,こざとへん
隣,阜部,ふぶ,⻖,こざとへん
隧,阜部,ふぶ,⻖,こざとへん
隨,阜部,ふぶ,⻖,こざとへん
險,阜部,ふぶ,⻖,こざとへん
隰,阜部,ふぶ,⻖,こざとへん
隱,阜部,ふぶ,⻖,こざとへん
隲,阜部,ふぶ,⻖,こざとへん
隴,阜部,ふぶ,⻖,こざとへん
隶,隶部,たいぶ,隶,れいづくり
隷,隶部,たいぶ,隶,れいづくり
隸,隶部,たいぶ,隶,れいづくり
隹,隹部,すいぶ,隹,ふるとり
隻,隹部,すいぶ,隹,ふるとり
隼,隹部,すいぶ,隹,ふるとり
雀,隹部,すいぶ,隹,ふるとり
雁,隹部,すいぶ,隹,ふるとり
雄,隹部,すいぶ,隹,ふるとり
雅,隹部,すいぶ,隹,ふるとり
集,隹部,すいぶ,隹,ふるとり
雇,隹部,すいぶ,隹,ふるとり
雉,隹部,すいぶ,隹,ふるとり
雋,隹部,すいぶ,隹,ふるとり
雌,隹部,すいぶ,隹,ふるとり
雍,隹部,すいぶ,隹,ふるとり
雎,隹部,すいぶ,隹,ふるとり
雑,隹部,すいぶ,隹,ふるとり
雕,隹部,すいぶ,隹,ふるとり
雖,隹部,すいぶ,隹,ふるとり
雙,隹部,すいぶ,隹,ふるとり
雛,隹部,すいぶ,隹,ふるとり
雜,隹部,すいぶ,隹,ふるとり
離,隹部,すいぶ,隹,ふるとり
難,隹部,すいぶ,隹,ふるとり
雨,雨部,うぶ,雨,あめかんむり あまかんむり
雩,雨部,うぶ,雨,あめかんむり あまかんむり
雪,雨部,うぶ,雨,あめかんむり あまかんむり
雫,雨部,うぶ,雨,あめかんむり あまかんむり
雰,雨部,うぶ,雨,あめかんむり あまかんむり
雲,雨部,うぶ,雨,あめかんむり あまかんむり
零,雨部,うぶ,雨,あめかんむり あまかんむり
雷,雨部,うぶ,雨,あめかんむり あまかんむり
雹,雨部,うぶ,雨,あめかんむり あまかんむり
電,雨部,うぶ,雨,あめかんむり あまかんむり
需,雨部,うぶ,雨,あめかんむり あまかんむり
霄,雨部,うぶ,雨,あめかんむり あまかんむり
霆,雨部,うぶ,雨,あめかんむり あまかんむり
震,雨部,うぶ,雨,あめかんむり あまかんむり
霈,雨部,うぶ,雨,あめかんむり あまかんむり
霊,雨部,うぶ,雨,あめかんむり あまかんむり
霍,雨部,うぶ,雨,あめかんむり あまかんむり
霎,雨部,うぶ,雨,あめかんむり あまかんむり
霏,雨部,うぶ,雨,あめかんむり あまかんむり
霑,雨部,うぶ,雨,あめかんむり あまかんむり
霓,雨部,うぶ,雨,あめかんむり あまかんむり
霖,雨部,うぶ,雨,あめかんむり あまかんむり
霙,雨部,うぶ,雨,あめかんむり あまかんむり
霜,雨部,うぶ,雨,あめかんむり あまかんむり
霞,雨部,うぶ,雨,あめかんむり あまかんむり
霤,雨部,うぶ,雨,あめかんむり あまかんむり
霧,雨部,うぶ,雨,あめかんむり あまかんむり
霪,雨部,うぶ,雨,あめかんむり あまかんむり
霰,雨部,うぶ,雨,あめかんむり あまかんむり
露,雨部,うぶ,雨,あめかんむり あまかんむり
霸,雨部,うぶ,雨,あめかんむり あまかんむり
霹,雨部,うぶ,雨,あめかんむり あまかんむり
霽,雨部,うぶ,雨,あめかんむり あまかんむり
霾,雨部,うぶ,雨,あめかんむり あまかんむり
靂,雨部,うぶ,雨,あめかんむり あまかんむり
靄,雨部,うぶ,雨,あめかんむり あまかんむり
靆,雨部,うぶ,雨,あめかんむり あまかんむり
靈,雨部,うぶ,雨,あめかんむり あまかんむり
靉,雨部,うぶ,雨,あめかんむり あまかんむり
青,靑部,せいぶ,青,あお
靖,靑部,せいぶ,青,あお
静,靑部,せいぶ,青,あお
靜,靑部,せいぶ,青,あお
非,非部,ひぶ,非,あらず
靠,非部,ひぶ,非,あらず
靡,非部,ひぶ,非,あらず
面,面部,めんぶ,面,めん
靤,面部,めんぶ,面,めん
靦,面部,めんぶ,面,めん
靨,面部,めんぶ,面,めん
革,革部,かくぶ,革,つくりがわ かくのかわ
靫,革部,かくぶ,革,かわへん
靭,革部,かくぶ,革,かわへん
靱,革部,かくぶ,革,かわへん
靴,革部,かくぶ,革,かわへん
靹,革部,かくぶ,革,かわへん
靺,革部,かくぶ,革,かわへん
靼,革部,かくぶ,革,かわへん
鞁,革部,かくぶ,革,かわへん
鞄,革部,かくぶ,革,かわへん
鞅,革部,かくぶ,革,かわへん
鞆,革部,かくぶ,革,かわへん
鞋,革部,かくぶ,革,かわへん
鞍,革部,かくぶ,革,かわへん
鞏,革部,かくぶ,革,つくりがわ かくのかわ
鞐,革部,かくぶ,革,かわへん
鞘,革部,かくぶ,革,かわへん
鞜,革部,かくぶ,革,かわへん
鞠,革部,かくぶ,革,かわへん
鞣,革部,かくぶ,革,かわへん
鞦,革部,かくぶ,革,かわへん
鞨,革部,かくぶ,革,かわへん
鞫,革部,かくぶ,革,かわへん
鞭,革部,かくぶ,革,かわへん
鞳,革部,かくぶ,革,かわへん
鞴,革部,かくぶ,革,かわへん
韃,革部,かくぶ,革,かわへん
韆,革部,かくぶ,革,かわへん
韈,革部,かくぶ,革,かわへん
韋,韋部,いぶ,韋,なめしがわ
韓,韋部,いぶ,韋,なめしがわ
韜,韋部,いぶ,韋,なめしがわ
韭,韭部,きゅうぶ,韭,にら
韮,韭部,きゅうぶ,韭,にら
韲,韭部,きゅうぶ,韭,にら
音,音部,おんぶ,音,おと
韵,音部,おんぶ,音,おとへん
韶,音部,おんぶ,音,おとへん
韻,音部,おんぶ,音,おとへん
響,音部,おんぶ,音,おと
頁,頁部,けつぶ,頁,おおがい いちのかい
頂,頁部,けつぶ,頁,おおがい いちのかい
頃,頁部,けつぶ,頁,おおがい いちのかい
項,頁部,けつぶ,頁,おおがい いちのかい
順,頁部,けつぶ,頁,おおがい いちのかい
須,頁部,けつぶ,頁,おおがい いちのかい
頌,頁部,けつぶ,頁,おおがい いちのかい
頏,頁部,けつぶ,頁,おおがい いちのかい
預,頁部,けつぶ,頁,おおがい いちのかい
頑,頁部,けつぶ,頁,おおがい いちのかい
頒,頁部,けつぶ,頁,おおがい いちのかい
頓,頁部,けつぶ,頁,おおがい いちのかい
頗,頁部,けつぶ,頁,おおがい いちのかい
領,頁部,けつぶ,頁,おおがい いちのかい
頚,頁部,けつぶ,頁,おおがい いちのかい
頡,頁部,けつぶ,頁,おおがい いちのかい
頤,頁部,けつぶ,頁,おおがい いちのかい
頬,頁部,けつぶ,頁,おおがい いちのかい
頭,頁部,けつぶ,頁,おおがい いちのかい
頰,頁部,けつぶ,頁,おおがい いちのかい
頴,示部,しぶ,示,しめす
頷,頁部,けつぶ,頁,おおがい いちのかい
頸,頁部,けつぶ,頁,おおがい いちのかい
頻,頁部,けつぶ,頁,おおがい いちのかい
頼,頁部,けつぶ,頁,おおがい いちのかい
頽,頁部,けつぶ,頁,おおがい いちのかい
顆,頁部,けつぶ,頁,おおがい いちのかい
顋,頁部,けつぶ,頁,おおがい いちのかい
題,頁部,けつぶ,頁,おおがい いちのかい
額,頁部,けつぶ,頁,おおがい いちのかい
顎,頁部,けつぶ,頁,おおがい いちのかい
顏,頁部,けつぶ,頁,おおがい いちのかい
顔,頁部,けつぶ,頁,おおがい いちのかい
顕,頁部,けつぶ,頁,おおがい いちのかい
願,頁部,けつぶ,頁,おおがい いちのかい
顚,頁部,けつぶ,頁,おおがい いちのかい
顛,頁部,けつぶ,頁,おおがい いちのかい
類,頁部,けつぶ,頁,おおがい いちのかい
顧,頁部,けつぶ,頁,おおがい いちのかい
顫,頁部,けつぶ,頁,おおがい いちのかい
顯,頁部,けつぶ,頁,おおがい いちのかい
顰,頁部,けつぶ,頁,おおがい いちのかい
顱,頁部,けつぶ,頁,おおがい いちのかい
顳,頁部,けつぶ,頁,おおがい いちのかい
顴,頁部,けつぶ,頁,おおがい いちのかい
風,風部,ふうぶ,風,かぜ
颪,風部,ふうぶ,風,かぜ
颯,風部,ふうぶ,風,かぜ
颱,風部,ふうぶ,風,ふうにょう
颶,風部,ふうぶ,風,ふうにょう
飃,風部,ふうぶ,風,ふうにょう
飄,風部,ふうぶ,風,かぜ
飆,風部,ふうぶ,風,かぜ
飛,飛部,ひぶ,飛,とぶ
飜,飛部,ひぶ,飛,とぶ
食,食部,しょくぶ,食,しょく
飠,食部,しょくぶ,飠,しょくへん
飢,食部,しょくぶ,飠,しょくへん
飩,食部,しょくぶ,⻞,しょくへん
飫,食部,しょくぶ,⻞,しょくへん
飭,食部,しょくぶ,⻞,しょくへん
飮,食部,しょくぶ,⻞,しょくへん
飯,食部,しょくぶ,飠,しょくへん
飲,食部,しょくぶ,飠,しょくへん
飴,食部,しょくぶ,⻞,しょくへん
飼,食部,しょくぶ,飠,しょくへん
飽,食部,しょくぶ,飠,しょくへん
飾,食部,しょくぶ,飠,しょくへん
餃,食部,しょくぶ,⻞,しょくへん
餅,食部,しょくぶ,⻞,しょくへん
餉,食部,しょくぶ,⻞,しょくへん
養,食部,しょくぶ,食,しょく
餌,食部,しょくぶ,⻞,しょくへん
餐,食部,しょくぶ,食,しょく
餒,食部,しょくぶ,⻞,しょくへん
餓,食部,しょくぶ,飠,しょくへん
餔,食部,しょくぶ,⻞,しょくへん
餘,食部,しょくぶ,⻞,しょくへん
餝,食部,しょくぶ,⻞,しょくへん
餞,食部,しょくぶ,⻞,しょくへん
餠,食部,しょくぶ,⻞,しょくへん
餡,食部,しょくぶ,⻞,しょくへん
餤,食部,しょくぶ,⻞,しょくへん
館,食部,しょくぶ,飠,しょくへん
餬,食部,しょくぶ,⻞,しょくへん
餮,食部,しょくぶ,食,しょく
餽,食部,しょくぶ,⻞,しょくへん
餾,食部,しょくぶ,⻞,しょくへん
饂,食部,しょくぶ,⻞,しょくへん
饅,食部,しょくぶ,⻞,しょくへん
饉,食部,しょくぶ,⻞,しょくへん
饋,食部,しょくぶ,⻞,しょくへん
饌,食部,しょくぶ,⻞,しょくへん
饐,食部,しょくぶ,⻞,しょくへん
饑,食部,しょくぶ,⻞,しょくへん
饒,食部,しょくぶ,⻞,しょくへん
饕,食部,しょくぶ,食,しょく
饗,食部,しょくぶ,食,しょく
首,首部,しゅぶ,首,くび
馗,首部,しゅぶ,首,くび
馘,首部,しゅぶ,首,くび
香,香部,こうぶ,香,かおり
馥,香部,こうぶ,香,かおり
馨,香部,こうぶ,香,かおり
馬,馬部,ばぶ,馬,うま
馭,馬部,ばぶ,馬,うまへん
馮,馬部,ばぶ,馬,うま
馳,馬部,ばぶ,馬,うまへん
馴,馬部,ばぶ,馬,うまへん
馼,馬部,ばぶ,馬,うまへん
駁,馬部,ばぶ,馬,うまへん
駄,馬部,ばぶ,馬,うまへん
駅,馬部,ばぶ,馬,うまへん
駆,馬部,ばぶ,馬,うまへん
駈,馬部,ばぶ,馬,うまへん
駐,馬部,ばぶ,馬,うまへん
駑,馬部,ばぶ,馬,うま
駒,馬部,ばぶ,馬,うまへん
駕,馬部,ばぶ,馬,うま
駘,馬部,ばぶ,馬,うまへん
駛,馬部,ばぶ,馬,うまへん
駝,馬部,ばぶ,馬,うまへん
駟,馬部,ばぶ,馬,うまへん
駢,馬部,ばぶ,馬,うまへん
駭,馬部,ばぶ,馬,うまへん
駮,馬部,ばぶ,馬,うまへん
駱,馬部,ばぶ,馬,うまへん
駲,馬部,ばぶ,馬,うまへん
駸,馬部,ばぶ,馬,うまへん
駻,馬部,ばぶ,馬,うまへん
駿,馬部,ばぶ,馬,うまへん
騁,馬部,ばぶ,馬,うまへん
騅,馬部,ばぶ,馬,うまへん
騎,馬部,ばぶ,馬,うまへん
騏,馬部,ばぶ,馬,うまへん
騒,馬部,ばぶ,馬,うまへん
験,馬部,ばぶ,馬,うまへん
騙,馬部,ばぶ,馬,うまへん
騨,馬部,ばぶ,馬,うまへん
騫,馬部,ばぶ,馬,うま
騰,馬部,ばぶ,馬,うま
騷,馬部,ばぶ,馬,うまへん
騾,馬部,ばぶ,馬,うまへん
驀,馬部,ばぶ,馬,うま
驂,馬部,ばぶ,馬,うまへん
驃,馬部,ばぶ,馬,うまへん
驅,馬部,ばぶ,馬,うまへん
驍,馬部,ばぶ,馬,うまへん
驕,馬部,ばぶ,馬,うまへん
驗,馬部,ばぶ,馬,うまへん
驚,馬部,ばぶ,馬,うま
驛,馬部,ばぶ,馬,うまへん
驟,馬部,ばぶ,馬,うまへん
驢,馬部,ばぶ,馬,うまへん
驤,馬部,ばぶ,馬,うまへん
驥,馬部,ばぶ,馬,うまへん
驩,馬部,ばぶ,馬,うまへん
驪,馬部,ばぶ,馬,うまへん
驫,馬部,ばぶ,馬,うま
骨,骨部,こつぶ,骨,ほね
骭,骨部,こつぶ,骨,ほねへん
骰,骨部,こつぶ,骨,ほねへん
骸,骨部,こつぶ,骨,ほねへん
骼,骨部,こつぶ,骨,ほねへん
髀,骨部,こつぶ,骨,ほねへん
髄,骨部,こつぶ,骨,ほねへん
髏,骨部,こつぶ,骨,ほねへん
髑,骨部,こつぶ,骨,ほねへん
髓,骨部,こつぶ,骨,ほねへん
體,骨部,こつぶ,骨,ほねへん
高,高部,こうぶ,高,たかい
髞,高部,こうぶ,高,たかい
髟,髟部,ひょうぶ,髟,かみがしら かみかんむり
髢,髟部,ひょうぶ,髟,かみがしら かみかんむり
